"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","WASTEMUN","TOT","THND_TONNE","A","1995",3200,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1996",3600,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1997",3900,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1998",4082,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1999",4264,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2000",4447,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2001",4559,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2002",4640.1,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2003",4710.3,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2004",4781.5,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2005",4853,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2006",4927.1,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2007",5001.6,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2008",5077,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2009",5154,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2010",5917,"B"
"GRC","WASTEMUN","TOT","THND_TONNE","A","2011",5586,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2012",5463,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2013",5284,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2014",5315,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2015",5277,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2016",5367,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2017",5415,
"GRC","WASTEMUN","TOT","KG_CAP","A","1980",259.686,
"GRC","WASTEMUN","TOT","KG_CAP","A","1985",300.956,
"GRC","WASTEMUN","TOT","KG_CAP","A","1989",309.875,
"GRC","WASTEMUN","TOT","KG_CAP","A","1990",293.37,
"GRC","WASTEMUN","TOT","KG_CAP","A","1992",307.095,
"GRC","WASTEMUN","TOT","KG_CAP","A","1995",297.799,
"GRC","WASTEMUN","TOT","KG_CAP","A","1996",332.344,
"GRC","WASTEMUN","TOT","KG_CAP","A","1997",357.593,
"GRC","WASTEMUN","TOT","KG_CAP","A","1998",372.102,
"GRC","WASTEMUN","TOT","KG_CAP","A","1999",386.656,
"GRC","WASTEMUN","TOT","KG_CAP","A","2000",401.278,
"GRC","WASTEMUN","TOT","KG_CAP","A","2001",409.45,
"GRC","WASTEMUN","TOT","KG_CAP","A","2002",414.95,
"GRC","WASTEMUN","TOT","KG_CAP","A","2003",419.855,
"GRC","WASTEMUN","TOT","KG_CAP","A","2004",425.59,
"GRC","WASTEMUN","TOT","KG_CAP","A","2005",432.347,
"GRC","WASTEMUN","TOT","KG_CAP","A","2006",440.501,
"GRC","WASTEMUN","TOT","KG_CAP","A","2007",449.77,
"GRC","WASTEMUN","TOT","KG_CAP","A","2008",459.86,
"GRC","WASTEMUN","TOT","KG_CAP","A","2009",470.287,
"GRC","WASTEMUN","TOT","KG_CAP","A","2010",543.46,"B"
"GRC","WASTEMUN","TOT","KG_CAP","A","2011",515.833,
"GRC","WASTEMUN","TOT","KG_CAP","A","2012",506.719,
"GRC","WASTEMUN","TOT","KG_CAP","A","2013",491.97,
"GRC","WASTEMUN","TOT","KG_CAP","A","2014",496.661,
"GRC","WASTEMUN","TOT","KG_CAP","A","2015",495.04,
"GRC","WASTEMUN","TOT","KG_CAP","A","2016",505.596,
"GRC","WASTEMUN","TOT","KG_CAP","A","2017",512.326,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1990",5500,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1995",4752,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1996",4834,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1997",5016,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1998",4976,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1999",4943,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2000",4552,"B"
"HUN","WASTEMUN","TOT","THND_TONNE","A","2001",4603,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2002",4646,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2003",4700,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2004",4591.6,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2005",4646,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2006",4711,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2007",4593.5,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2008",4553,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2009",4312,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2010",4033,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2011",3809,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2012",3988,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2013",3738,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2014",3795,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2015",3712,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2016",3721,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2017",3768,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2018",3729,
"HUN","WASTEMUN","TOT","KG_CAP","A","1990",530.011,
"HUN","WASTEMUN","TOT","KG_CAP","A","1995",459.161,
"HUN","WASTEMUN","TOT","KG_CAP","A","1996",467.846,
"HUN","WASTEMUN","TOT","KG_CAP","A","1997",486.59,
"HUN","WASTEMUN","TOT","KG_CAP","A","1998",484.065,
"HUN","WASTEMUN","TOT","KG_CAP","A","1999",482.271,
"HUN","WASTEMUN","TOT","KG_CAP","A","2000",445.379,"B"
"HUN","WASTEMUN","TOT","KG_CAP","A","2001",451.565,
"HUN","WASTEMUN","TOT","KG_CAP","A","2002",456.956,
"HUN","WASTEMUN","TOT","KG_CAP","A","2003",463.45,
"HUN","WASTEMUN","TOT","KG_CAP","A","2004",453.963,
"HUN","WASTEMUN","TOT","KG_CAP","A","2005",460.641,
"HUN","WASTEMUN","TOT","KG_CAP","A","2006",468.493,
"HUN","WASTEMUN","TOT","KG_CAP","A","2007",458.243,
"HUN","WASTEMUN","TOT","KG_CAP","A","2008",455.671,
"HUN","WASTEMUN","TOT","KG_CAP","A","2009",432.956,
"HUN","WASTEMUN","TOT","KG_CAP","A","2010",406.251,
"HUN","WASTEMUN","TOT","KG_CAP","A","2011",384.915,
"HUN","WASTEMUN","TOT","KG_CAP","A","2012",404.284,
"HUN","WASTEMUN","TOT","KG_CAP","A","2013",380.113,
"HUN","WASTEMUN","TOT","KG_CAP","A","2014",387.048,
"HUN","WASTEMUN","TOT","KG_CAP","A","2015",379.631,
"HUN","WASTEMUN","TOT","KG_CAP","A","2016",381.525,
"HUN","WASTEMUN","TOT","KG_CAP","A","2017",387.263,
"HUN","WASTEMUN","TOT","KG_CAP","A","2018",384.136,
"ISL","WASTEMUN","TOT","THND_TONNE","A","1995",114,
"ISL","WASTEMUN","TOT","THND_TONNE","A","1996",117,
"ISL","WASTEMUN","TOT","THND_TONNE","A","1997",120,
"ISL","WASTEMUN","TOT","THND_TONNE","A","1998",123,
"ISL","WASTEMUN","TOT","THND_TONNE","A","1999",126,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2000",130,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2001",133,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2002",137,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2003",140,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2004",147,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2005",153,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2006",171,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2007",174,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2008",208,"B"
"ISL","WASTEMUN","TOT","THND_TONNE","A","2009",132,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2010",154,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2011",158,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2012",164,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2013",167,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2014",175,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2015",194.6,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2016",219.9,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2017",225.3,
"ISL","WASTEMUN","TOT","KG_CAP","A","1995",425.963,
"ISL","WASTEMUN","TOT","KG_CAP","A","1996",433.093,
"ISL","WASTEMUN","TOT","KG_CAP","A","1997",440.029,
"ISL","WASTEMUN","TOT","KG_CAP","A","1998",446.792,
"ISL","WASTEMUN","TOT","KG_CAP","A","1999",453.449,
"ISL","WASTEMUN","TOT","KG_CAP","A","2000",463.566,
"ISL","WASTEMUN","TOT","KG_CAP","A","2001",470.119,
"ISL","WASTEMUN","TOT","KG_CAP","A","2002",480.147,
"ISL","WASTEMUN","TOT","KG_CAP","A","2003",486.192,
"ISL","WASTEMUN","TOT","KG_CAP","A","2004",504.974,
"ISL","WASTEMUN","TOT","KG_CAP","A","2005",518.681,
"ISL","WASTEMUN","TOT","KG_CAP","A","2006",570.532,
"ISL","WASTEMUN","TOT","KG_CAP","A","2007",570.15,
"ISL","WASTEMUN","TOT","KG_CAP","A","2008",669.12,"B"
"ISL","WASTEMUN","TOT","KG_CAP","A","2009",417.64,
"ISL","WASTEMUN","TOT","KG_CAP","A","2010",480.757,
"ISL","WASTEMUN","TOT","KG_CAP","A","2011",488.447,
"ISL","WASTEMUN","TOT","KG_CAP","A","2012",503.605,
"ISL","WASTEMUN","TOT","KG_CAP","A","2013",510.411,
"ISL","WASTEMUN","TOT","KG_CAP","A","2014",532.572,
"ISL","WASTEMUN","TOT","KG_CAP","A","2015",589.263,
"ISL","WASTEMUN","TOT","KG_CAP","A","2016",661.939,
"ISL","WASTEMUN","TOT","KG_CAP","A","2017",673.758,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1975",555,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1980",640,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1984",1100,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1995",1848.2,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1996",1898,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1997",2000,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1998",2056.7,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1999",2168,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2000",2278.7,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2001",2704,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2002",2720.4,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2003",2917.9,"B"
"IRL","WASTEMUN","TOT","THND_TONNE","A","2004",3000.6,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2005",3040.7,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2006",3384.6,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2007",3397.7,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2008",3224.28,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2009",2952.98,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2010",2846,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2011",2823,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2012",2692.5,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2014",2619.02,"B"
"IRL","WASTEMUN","TOT","THND_TONNE","A","2016",2763.17,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2017",2768.04,
"IRL","WASTEMUN","TOT","KG_CAP","A","1975",176.911,
"IRL","WASTEMUN","TOT","KG_CAP","A","1980",189.083,
"IRL","WASTEMUN","TOT","KG_CAP","A","1984",314.418,
"IRL","WASTEMUN","TOT","KG_CAP","A","1995",514.506,
"IRL","WASTEMUN","TOT","KG_CAP","A","1996",524.361,
"IRL","WASTEMUN","TOT","KG_CAP","A","1997",547.781,
"IRL","WASTEMUN","TOT","KG_CAP","A","1998",557.701,
"IRL","WASTEMUN","TOT","KG_CAP","A","1999",581.005,
"IRL","WASTEMUN","TOT","KG_CAP","A","2000",602.336,
"IRL","WASTEMUN","TOT","KG_CAP","A","2001",703.755,
"IRL","WASTEMUN","TOT","KG_CAP","A","2002",696.111,
"IRL","WASTEMUN","TOT","KG_CAP","A","2003",733.127,"B"
"IRL","WASTEMUN","TOT","KG_CAP","A","2004",739.405,
"IRL","WASTEMUN","TOT","KG_CAP","A","2005",734.252,
"IRL","WASTEMUN","TOT","KG_CAP","A","2006",800.024,
"IRL","WASTEMUN","TOT","KG_CAP","A","2007",785.661,
"IRL","WASTEMUN","TOT","KG_CAP","A","2008",730.157,
"IRL","WASTEMUN","TOT","KG_CAP","A","2009",657.01,
"IRL","WASTEMUN","TOT","KG_CAP","A","2010",624.901,
"IRL","WASTEMUN","TOT","KG_CAP","A","2011",614.885,
"IRL","WASTEMUN","TOT","KG_CAP","A","2012",584.285,
"IRL","WASTEMUN","TOT","KG_CAP","A","2014",566.049,"B"
"IRL","WASTEMUN","TOT","KG_CAP","A","2016",588.437,
"IRL","WASTEMUN","TOT","KG_CAP","A","2017",582.343,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1975",14095,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1980",14041,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1985",15000,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1989",17300,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1990",20000,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1991",23200,"B"
"ITA","WASTEMUN","TOT","THND_TONNE","A","1993",26100,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1995",25780,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1996",25960,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1997",26605,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1998",26846,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1999",28364,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2000",28959,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2001",29409,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2002",29864,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2003",30035,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2004",31150,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2005",31668,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2006",32516,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2007",32536,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2008",32461,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2009",32107,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2010",32440,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2011",31386,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2012",29994,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2013",29573,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2014",29652,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2015",29524,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2016",30112,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2017",29572,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2018",30165,
"ITA","WASTEMUN","TOT","KG_CAP","A","1975",255.043,
"ITA","WASTEMUN","TOT","KG_CAP","A","1980",249.178,
"ITA","WASTEMUN","TOT","KG_CAP","A","1985",263.45,
"ITA","WASTEMUN","TOT","KG_CAP","A","1989",303.356,
"ITA","WASTEMUN","TOT","KG_CAP","A","1990",350.581,
"ITA","WASTEMUN","TOT","KG_CAP","A","1991",406.389,"B"
"ITA","WASTEMUN","TOT","KG_CAP","A","1993",456.313,
"ITA","WASTEMUN","TOT","KG_CAP","A","1995",450.901,
"ITA","WASTEMUN","TOT","KG_CAP","A","1996",454.918,
"ITA","WASTEMUN","TOT","KG_CAP","A","1997",467.545,
"ITA","WASTEMUN","TOT","KG_CAP","A","1998",473.118,
"ITA","WASTEMUN","TOT","KG_CAP","A","1999",500.639,
"ITA","WASTEMUN","TOT","KG_CAP","A","2000",510.811,
"ITA","WASTEMUN","TOT","KG_CAP","A","2001",517.08,
"ITA","WASTEMUN","TOT","KG_CAP","A","2002",522.258,
"ITA","WASTEMUN","TOT","KG_CAP","A","2003",521.762,
"ITA","WASTEMUN","TOT","KG_CAP","A","2004",537.547,
"ITA","WASTEMUN","TOT","KG_CAP","A","2005",543.366,
"ITA","WASTEMUN","TOT","KG_CAP","A","2006",555.424,
"ITA","WASTEMUN","TOT","KG_CAP","A","2007",553.824,
