"location","item","element","Unit","Date","Value"
"Venezuela (Bolivarian Republic of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","22388.10121"
"Venezuela (Bolivarian Republic of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","25729.08677"
"Venezuela (Bolivarian Republic of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","20679.178087"
"Venezuela (Bolivarian Republic of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","23291.576582"
"Venezuela (Bolivarian Republic of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","28191.021771"
"Venezuela (Bolivarian Republic of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","42635.132533"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","30506.317286"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","30299.819994"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","33923.902171"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","54632.913982"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","58598.481906"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","55461.207671"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","57886.893294"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","57705.615999"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","42805.75641"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","46933.135234"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","41371.946164"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","40123.449187"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","51937.825694"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","61763.124637"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","70795.897773"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","79360.843451"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","111723.375893"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","146787.587948"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","133656.474578"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","167389.685351"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","219252.302787"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","209956.918035"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","223540.738831"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","223487.459631"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","168075.119949"
"Brazil","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","165848.046732"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","15157.578918"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","17813.766568"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","18562.332588"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","18792.745697"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","20812.251401"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","21743.93937"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","22909.996445"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","22900.529192"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","19657.496519"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","20682.638688"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","20181.916395"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","16826.276308"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","21523.798215"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","22102.123198"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","24185.752404"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","24364.13272"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","32605.01611"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","38621.204504"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","27282.208924"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","40781.151101"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","50784.268611"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","49353.02055"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","52143.884517"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","51353.386143"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","50075.255233"
"Argentina","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","39667.717047"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","3462.517531"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","3933.723654"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","3812.462169"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","4247.983"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","5263.864587"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","4948.344266"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","5782.404534"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","5204.740975"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","4139.043504"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","4293.646688"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","3739.423913"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","4002.595746"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","4039.025767"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","4862.855497"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","5767.10143"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","6458.721582"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","7171.535214"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","8009.998843"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","8270.361269"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","9368.863154"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","11198.172358"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","13844.388108"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","15538.768557"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","15007.515128"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","14067.603303"
"Chile","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","15719.783352"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","7609.649713"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","7536.232018"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","7025.182258"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","9327.920605"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","11252.409641"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","10646.311553"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","11971.792066"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","11520.93736"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","9341.530731"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","8993.278115"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","8801.018596"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","8743.216127"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","8457.392219"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","9796.836837"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","11583.686042"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","12899.303792"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","16364.556134"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","20011.674188"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","18179.636704"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","20602.712319"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","22922.528521"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","24665.634387"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","23238.972096"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","24643.09196"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","20562.494086"
"Colombia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","17632.23031"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","3631.728777"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","3468.413933"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","3433.691753"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","3994.580876"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","4469.859667"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","5073.323913"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","5401.245529"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","5349.894996"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","4391.219881"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","4298.35541"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","4176.788232"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","4085.593882"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","4289.292532"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","4811.554405"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","5355.521718"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","6021.068876"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","6965.404803"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","9369.601242"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","9627.501678"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","11047.988403"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","13188.41273"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","14292.335285"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","14603.836632"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","14923.611096"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","14092.37015"
"Peru","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","13918.152076"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","2093.998923"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","2223.759577"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","2528.963072"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","2831.355365"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","3056.851692"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","3261.242982"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","3506.839061"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","3117.113587"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","2012.258989"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","2319.234368"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","3738.29509"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","4103.774894"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","3997.019171"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","3648.975649"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","3751.466749"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","4108.180237"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","4989.905925"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","5981.52886"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","6988.730623"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","7733.278322"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","7778.047256"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","7569.90316"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","7693.362994"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","8567.011715"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","8937.590911"
"Ecuador","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","8317.597275"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","1550.010594"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","1464.553077"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","1653.4315"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","1833.362451"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","2220.212416"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","2275.097363"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","2265.965829"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","2094.381079"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","1698.449103"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","1996.952661"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","1355.489537"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","1338.15796"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","2379.780368"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","2474.928272"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","2092.94646"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","2546.343929"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","3737.232898"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","5425.919292"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","4000.254108"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","6049.588079"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","8175.679744"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","6804.953431"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","9824.04803"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","9434.356009"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","6689.223836"
"Paraguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","6776.676016"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","1078.417426"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","1136.151178"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","1300.485401"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","1564.525442"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","1704.844162"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","1845.897752"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","1873.970758"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","1838.882388"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","1818.489257"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","1713.675142"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","1416.143195"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","1195.940952"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","1575.533882"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","2039.548719"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","2310.207556"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","2585.676098"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","3186.046409"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","4464.176719"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","3769.710599"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","4861.968428"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","6065.87329"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","6138.70647"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","6646.659894"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","6393.759029"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","5235.744737"
"Uruguay","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","4571.00625"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","1075.115821"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","1057.47033"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","1098.094407"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","1187.720268"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","1352.213404"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","1404.538593"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","1509.808584"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","1453.889871"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","1438.121433"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","1425.846144"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","1381.15522"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","1328.661483"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","1353.878426"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","1408.64099"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","1439.142674"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","1632.551231"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","1973.2657"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","2591.336855"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","3385.086762"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","3684.804988"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","3861.593808"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","4447.39584"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","4805.188497"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","7388.924459"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","6683.655796"
"Bolivia (Plurinational State of)","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","5341.232838"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","9.489873"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","12.303361"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","14.554427"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","9.494293"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","12.976833"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","18.477763"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","22.521911"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","24.049934"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","16.496743"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","13.788328"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","12.718938"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","10.412147"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","10.7452"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","10.07636"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","10.73716"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","10.143995"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","62.454067"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","73.737867"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","93.207277"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","107.832551"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","95.398474"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","132.448447"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","156.549947"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","206.216254"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","377.857483"
"Guyana","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","332.230581"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","93.732229"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","121.822899"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","207.744364"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","142.152013"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","121.569415"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","136.453602"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","141.116379"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","135.9322"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","97.42952"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","104.81075"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","77.349791"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","69.365852"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","80.588071"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","92.481814"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","115.584744"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","130.485968"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","149.444442"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","203.202884"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","211.656884"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","230.890141"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","251.476601"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","264.609191"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","284.251187"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","270.409059"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","248.25211"
"Suriname","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","193.109558"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","481.362555"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","550.082788"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","511.802551"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","514.813668"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","625.302032"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","583.646186"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","499.709607"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","548.470759"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","533.149685"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","467.044183"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","496.802786"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","533.774506"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","629.035086"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","696.897486"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","692.833593"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","681.075062"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","761.80274"
"Cyprus","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","870.83571"
